video_url,duration,description,hours,id
https://www.youtube.com/watch?v=7V7fwGbUy3w,3:00:03,Gentle Rain Walk in Korean Traditional Village. Sound for Sleep. Help Insomnia Tinnitus.,3.000833333333333,7V7fwGbUy3w
https://www.youtube.com/watch?v=WXpAyWX4Y6c,3:01:05,Relaxing Sound of Heavy Rain Bomb Walk Hypnotizes Your Ears & Brain. Sound for Sleep. Help Insomnia.,3.018055555555556,WXpAyWX4Y6c
https://www.youtube.com/watch?v=pxI-7mUoKtw,3:00:21,Ultra Relaxing Rain Bomb Walk Calms Your Amygdala. Sound for Sleep. Help Insomnia Tinnitus.,3.0058333333333334,pxI-7mUoKtw
https://www.youtube.com/watch?v=Xa7ey9Bphv4,3:00:58,Walking in the Healing Heavy Rain Relaxes Your Anxiety. Sound for Sleep. Help Insomnia Tinnitus.,3.016111111111111,Xa7ey9Bphv4
https://www.youtube.com/watch?v=ckOwC0OyLNQ,3:00:05,Broken Umbrella while Walking in the Heavy Rain Bomb in Seoul. Sound for Sleep. Help Insomnia.,3.001388888888889,ckOwC0OyLNQ
https://www.youtube.com/watch?v=mWlXtHO8Z9w,11:06:57,Super Selection of Walking in the Rain Bomb. Sound for Sleep. Help Insomnia Tinnitus.,11.115833333333333,mWlXtHO8Z9w
https://www.youtube.com/watch?v=AYwMe7eOKrk,3:00:03,Seoul Walk in the Rainy Backstreet Melt Your Stress. Sound for Sleep. Help Insomnia Tinnitus.,3.000833333333333,AYwMe7eOKrk
https://www.youtube.com/watch?v=U7B0cIHhiNc,3:00:02,Korea Rain Walk Calms Your Anxiety. Relaxing Sound for Sleep. Help Insomnia Tinnitus Study.,3.000555555555556,U7B0cIHhiNc
https://www.youtube.com/watch?v=J7pLUoHVcy8,3:00:04,I Walked When Heavy Rain Hit Coffee Street. Relaxing Sound for Sleep. Help Insomnia Tinnitus Study.,3.001111111111112,J7pLUoHVcy8
https://www.youtube.com/watch?v=zKwhpsX1vg8,3:00:04,Walking in the Rainy Road Washes All Your Stress. Relaxing Sound for Sleep. Help Insomnia Tinnitus.,3.001111111111112,zKwhpsX1vg8
