video_url,duration,description,hours,id,video_path
https://www.youtube.com/watch?v=Y2uQpjvWxjw,1:52,Take A Look At This AMAZING Cliffside Estate | WayUp Media,0.0311111111111111,Y2uQpjvWxjw,/nasdata/wjh/videos/0304/Y2uQpjvWxjw.webm
https://www.youtube.com/watch?v=0AE4tHj6qhA,11:18,11 Mac Carl Cres Whitby Open House Video Tour,0.1883333333333333,0AE4tHj6qhA,/nasdata/wjh/videos/0306/0AE4tHj6qhA.mp4
https://www.youtube.com/watch?v=5k1DGpr_qDw,1:07:28,驾驶摩纳哥，摩纳哥公国，法国里维埃拉 I 4K 60fps,1.1244444444444446,5k1DGpr_qDw,/nasdata/wjh/videos/0311_smaller/5k1DGpr_qDw.mp4
https://www.youtube.com/watch?v=zGP0AYx-spg,6:17,86 Soho Cres Markham Open House Video Tour,0.1047222222222222,zGP0AYx-spg,/nasdata/wjh/videos/0304/zGP0AYx-spg.webm
https://www.youtube.com/watch?v=W8tlulhXSa4,6:01,"5 Joy Drive, Toronto - Open House Video Tour",0.1002777777777777,W8tlulhXSa4,/nasdata/wjh/videos/0304/W8tlulhXSa4.mp4
https://www.youtube.com/watch?v=iUuQYZqxeGk,2:47,Namib Desert 🇳🇦🇿🇦🇦🇴 - by drone [4K],0.0463888888888888,iUuQYZqxeGk,/nasdata/wjh/videos/0306/iUuQYZqxeGk.mp4
https://www.youtube.com/watch?v=641iXRFR56k,2:55,"38 Pearson Ave, Toronto",0.0486111111111111,641iXRFR56k,/nasdata/wjh/videos/0306/641iXRFR56k.webm
https://www.youtube.com/watch?v=_D-h3rRbDtU,1:34,This Premier Guest House Sets the Standard,0.0261111111111111,_D-h3rRbDtU,/nasdata/wjh/videos/0304/_D-h3rRbDtU.webm
https://www.youtube.com/watch?v=hkbjWuwhScA,28:03,Montreal 8K - VR 360 Drive,0.4675,hkbjWuwhScA,/nasdata/wjh/videos/0304/hkbjWuwhScA.webm
https://www.youtube.com/watch?v=fkU4VSX2QVQ,14:14,Woodland Estates at Deer Creek Ajax,0.2372222222222222,fkU4VSX2QVQ,/nasdata/wjh/videos/0306/fkU4VSX2QVQ.mp4
https://www.youtube.com/watch?v=_uCl3_P2ARM,1:09:18,"CHRISTMAS HOME TOUR | A DIY, Gut-Renovated North Carolina Home Filled with Holiday Spirit",1.1549999999999998,_uCl3_P2ARM,/nasdata/wjh/videos/0309_smaller/_uCl3_P2ARM.mp4
https://www.youtube.com/watch?v=sy6jmw9lfAI,22:37,"【4K HDR】Snowy Shibu Onsen Walk in Narrow Alleyways - Nagano, Japan 2021",0.3769444444444444,sy6jmw9lfAI,/nasdata/wjh/videos/0306/sy6jmw9lfAI.webm
https://www.youtube.com/watch?v=c8owYy2c_94,0:15,Mountain Biking - Beech Mountain - Beech Mountain North Carolina,0.0041666666666666,c8owYy2c_94,/nasdata/wjh/videos/0306/c8owYy2c_94.mp4
https://www.youtube.com/watch?v=Cn5hRmHJf_w,35:34,4K Binaural Night Walk Through Colorful Chinese Lantern Festival,0.5927777777777778,Cn5hRmHJf_w,/nasdata/wjh/videos/0306/Cn5hRmHJf_w.webm
https://www.youtube.com/watch?v=ffMd6Y9KNDo,2:32,"156 Portland Street, Unit 510, Toronto, ON",0.0422222222222222,ffMd6Y9KNDo,/nasdata/wjh/videos/0304/ffMd6Y9KNDo.mp4
https://www.youtube.com/watch?v=IunANRueVfw,21:17,Corippo Ticino Switzerland 4K 60p,0.3547222222222222,IunANRueVfw,/nasdata/wjh/videos/0304/IunANRueVfw.webm
https://www.youtube.com/watch?v=GowKwSHLB8I,12:57,橫跨盧塞恩湖的壯觀冬季遊船  從盧塞恩到韋吉斯（瑞吉）,0.2158333333333333,GowKwSHLB8I,/nasdata/wjh/videos/0304/GowKwSHLB8I.webm
https://www.youtube.com/watch?v=6A-K8Z-cuVc,23:51,"► Trains in Erstfeld, Switzerland [05.07.12]",0.3975,6A-K8Z-cuVc,/nasdata/wjh/videos/0304/6A-K8Z-cuVc.mp4
https://www.youtube.com/watch?v=gsqHkQk1JeI,21:28,HOUSE TOUR | A Colorful Amalfi Coast-Inspired Home in Georgia,0.3577777777777777,gsqHkQk1JeI,/nasdata/wjh/videos/0306/gsqHkQk1JeI.mp4
https://www.youtube.com/watch?v=ZgzbXjIQFO8,16:04,Inside Interior Designer Noor Charchafchi's Stylish London Home,0.2677777777777778,ZgzbXjIQFO8,/nasdata/wjh/videos/0304/ZgzbXjIQFO8.webm
